5 ,S. VETTEL
6 ,N. ROSBERG
3 ,D. RICCIARDO
LAP  ,TIME,LAP  ,TIME
23 ,1:43.757 ,51 ,1:44.283
24 ,1:43.672 ,52 ,1:44.169
25 ,1:43.479 ,53 ,1:43.961
26 ,1:43.809 ,54 ,2:13.066
27 ,1:43.727 ,55 ,2:31.167
28 ,1:43.868 ,56 ,2:32.533
8 ,R. GROSJEAN
9 ,M. ERICSSON
7 ,K. RAIKKONEN
LAP  ,TIME,LAP  ,TIME
1 ,14:05:25 ,29 ,1:44.193
2 ,1:45.106 ,30 ,1:44.218
3 ,1:45.011 ,31 ,1:44.044
4 ,1:44.642 ,32 ,1:43.692
5 ,1:44.603 ,33 ,1:43.571
6 ,1:44.351 ,34 P ,1:48.815
7 ,1:44.404 ,35 ,2:00.880
8 ,1:44.523 ,36 ,1:43.344
9 ,1:44.572 ,37 ,1:43.295
10 ,1:44.782 ,38 ,1:43.451
11 ,1:45.104 ,39 ,1:43.400
12 ,1:44.803 ,40 ,1:43.685
13 ,1:44.964 ,41 ,1:43.668
14 ,1:44.724 ,42 ,1:43.770
15 P ,1:50.170 ,43 ,1:44.049
16 ,2:01.900 ,44 ,1:43.456
17 ,1:43.589 ,45 ,1:43.650
18 ,1:43.428 ,46 ,1:43.848
19 ,1:43.723 ,47 ,1:43.619
20 ,1:43.580 ,48 ,1:43.026
21 ,1:43.389 ,49 ,1:43.215
22 ,1:43.257 ,50 ,1:43.408
23 ,1:43.429 ,51 ,1:43.602
24 ,1:43.435 ,52 ,1:43.770
25 ,1:43.777 ,53 ,1:43.338
26 ,1:43.862 ,54 ,2:13.508
27 ,1:43.897 ,55 ,2:19.857
28 ,1:44.357 ,56 ,2:33.472
LAP  ,TIME,LAP  ,TIME
1 ,14:05:28 ,29 ,1:46.154
2 ,1:45.616 ,30 ,1:46.338
3 ,1:45.298 ,31 ,1:46.224
4 ,1:45.293 ,32 P ,1:50.360
5 ,1:45.267 ,33 ,2:02.640
6 ,1:45.342 ,34 ,1:43.134
7 ,1:45.668 ,35 ,1:44.032
8 ,1:45.794 ,36 ,1:44.163
9 ,1:45.712 ,37 ,1:44.095
10 ,1:45.692 ,38 ,1:43.898
11 ,1:46.027 ,39 ,1:44.143
12 P ,1:50.524 ,40 ,1:44.414
13 ,2:04.846 ,41 ,1:44.404
14 ,1:45.711 ,42 ,1:44.470
15 ,1:45.261 ,43 ,1:44.279
16 ,1:45.295 ,44 ,1:44.184
17 ,1:45.870 ,45 ,1:44.296
18 ,1:45.949 ,46 ,1:44.063
19 ,1:45.357 ,47 ,1:44.690
20 ,1:45.308 ,48 ,1:44.597
21 ,1:45.399 ,49 ,1:44.565
22 ,1:45.890 ,50 ,1:45.038
23 ,1:45.444 ,51 ,1:44.434
24 ,1:45.479 ,52 ,1:44.784
25 ,1:45.303 ,53 ,2:03.047
26 ,1:45.487 ,54 ,2:15.324
27 ,1:45.901 ,55 ,1:56.764
28 ,1:46.026 ,56 ,1:46.739
LAP  ,TIME,LAP  ,TIME
1 ,14:05:29 ,29 ,1:46.606
2 ,1:46.777 ,30 P ,1:52.103
3 ,1:46.911 ,31 ,2:04.958
4 ,1:45.811 ,32 ,1:44.204
5 ,1:45.755 ,33 ,1:44.714
6 ,1:45.624 ,34 ,1:44.462
7 ,1:45.967 ,35 ,1:44.791
8 ,1:45.920 ,36 ,1:45.005
9 ,1:48.878 ,37 ,1:44.420
10 ,1:46.177 ,38 ,1:44.679
11 ,1:46.594 ,39 ,1:44.554
12 ,1:46.280 ,40 ,1:44.683
13 ,1:46.940 ,41 ,1:44.771
14 P ,1:51.388 ,42 ,1:45.240
15 ,2:05.176 ,43 ,1:46.902
16 ,1:45.700 ,44 ,1:44.905
17 ,1:44.798 ,45 ,1:44.698
18 ,1:45.111 ,46 ,1:44.249
19 ,1:45.673 ,47 ,1:44.490
20 ,1:44.986 ,48 ,1:45.029
21 ,1:45.210 ,49 ,1:46.286
22 ,1:45.000 ,50 ,1:45.006
23 ,1:45.396 ,51 ,1:45.054
24 ,1:45.195 ,52 ,1:46.215
25 ,1:45.374 ,53 ,2:13.187
26 ,1:45.964 ,54 ,2:31.215
27 ,1:47.122 ,55 ,2:33.071
28 ,1:46.481,"",""
12 ,F. NASR
13 ,P. MALDONADO
11 ,S. PEREZ
LAP  ,TIME,LAP  ,TIME
1 ,14:05:32 ,29 ,1:44.374
2 ,1:47.725 ,30 ,1:44.167
3 ,1:47.419 ,31 ,1:44.941
4 ,1:47.154 ,32 ,1:44.576
5 ,1:45.846 ,33 ,1:45.103
6 ,1:45.372 ,34 ,1:45.065
7 ,1:45.523 ,35 ,1:44.790
8 ,1:45.956 ,36 ,1:44.743
9 ,1:46.231 ,37 ,1:44.405
10 ,1:46.402 ,38 ,1:44.566
11 P ,1:51.124 ,39 ,1:44.901
12 ,2:02.522 ,40 ,1:47.482
13 ,1:44.838 ,41 P ,1:51.389
14 ,1:44.677 ,42 ,2:04.861
15 ,1:45.043 ,43 ,1:44.303
16 ,1:45.443 ,44 ,1:43.512
17 ,1:45.647 ,45 ,1:43.866
18 ,1:45.986 ,46 ,1:44.254
19 ,1:45.964 ,47 ,1:44.808
20 ,1:45.589 ,48 ,1:44.750
21 ,1:45.639 ,49 ,1:44.885
22 ,1:45.570 ,50 ,1:45.085
23 ,1:45.581 ,51 ,1:47.648
24 ,1:45.613 ,52 ,1:45.848
25 ,1:45.907 ,53 ,2:14.244
26 P ,1:50.282 ,54 ,2:18.417
27 ,2:04.210 ,55 ,2:33.242
28 ,1:44.120,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:05:28 ,29 ,1:46.668
2 ,1:46.285 ,30 ,1:46.031
3 ,1:45.996 ,31 P ,1:50.862
4 ,1:45.352 ,32 ,2:03.404
5 ,1:45.637 ,33 ,1:43.801
6 ,1:45.689 ,34 ,1:44.237
7 ,1:45.385 ,35 ,1:44.279
8 ,1:46.661 ,36 ,1:44.648
9 ,1:46.650 ,37 ,1:44.353
10 P ,1:51.530 ,38 ,1:44.029
11 ,2:04.921 ,39 ,1:44.378
12 ,1:45.428 ,40 ,1:44.722
13 ,1:45.681 ,41 ,1:45.701
14 ,1:46.053 ,42 ,1:44.619
15 ,1:45.753 ,43 ,1:44.385
16 ,1:45.957 ,44 ,1:44.045
17 ,1:46.029 ,45 ,1:44.429
18 ,1:45.679 ,46 ,1:43.692
19 ,1:46.578 ,47 ,1:44.240
20 ,1:46.330 ,48 ,1:44.488
21 ,1:45.823 ,49 ,1:44.695
22 ,1:45.484 ,50 ,1:44.584
23 ,1:45.589 ,51 ,1:44.775
24 ,1:45.735 ,52 ,1:44.081
25 ,1:45.513 ,53 ,2:06.153
26 ,1:45.359 ,54 ,2:15.118
27 ,1:45.836 ,55 ,1:47.625
28 ,1:45.824 ,56 ,1:46.337
LAP  ,TIME,LAP  ,TIME
1 ,14:05:29 ,26 ,1:45.261
2 ,1:46.772 ,27 ,1:45.574
3 ,1:45.237 ,28 ,1:45.722
4 ,1:45.101 ,29 ,1:46.096
5 ,1:45.622 ,30 ,1:45.864
6 ,1:45.441 ,31 ,1:45.960
7 ,1:45.548 ,32 ,1:45.983
8 ,1:45.756 ,33 P ,2:21.283
9 ,1:45.849 ,34 ,2:02.735
10 ,1:45.897 ,35 ,1:44.237
11 P ,1:50.216 ,36 ,1:43.994
12 ,2:02.183 ,37 ,1:43.686
13 ,1:44.825 ,38 ,1:44.181
14 ,1:45.629 ,39 ,1:58.231
15 ,1:45.440 ,40 ,1:44.981
16 ,1:45.075 ,41 ,1:44.671
17 ,1:45.344 ,42 ,1:44.600
18 ,1:45.436 ,43 ,1:44.438
19 ,1:45.542 ,44 ,1:46.540
20 ,1:45.231 ,45 ,1:46.461
21 ,1:45.181 ,46 ,1:46.330
22 ,1:45.534 ,47 ,1:45.726
23 ,1:45.432 ,48 P ,2:06.722
24 ,1:45.340 ,49 P ,2:25.602
25 ,1:45.253,"",""
19 ,F. MASSA
22 ,J. BUTTON
14 ,F. ALONSO
LAP  ,TIME,LAP  ,TIME
1 ,14:05:32 ,29 ,1:46.713
2 ,1:47.841 ,30 ,1:46.554
3 ,1:48.278 ,31 ,1:46.708
4 ,1:47.162 ,32 ,1:47.171
5 ,1:47.760 ,33 ,1:47.114
6 ,1:47.724 ,34 ,1:46.957
7 ,1:46.822 ,35 P ,1:51.416
8 ,1:46.671 ,36 ,2:02.788
9 ,1:46.560 ,37 ,1:44.103
10 ,1:46.810 ,38 ,1:44.752
11 ,1:47.029 ,39 ,1:46.059
12 P ,1:51.064 ,40 ,1:43.728
13 ,2:04.962 ,41 ,1:44.078
14 ,1:46.553 ,42 ,1:46.280
15 ,1:46.743 ,43 ,1:44.061
16 ,1:46.563 ,44 ,1:44.199
17 ,1:47.332 ,45 ,1:45.012
18 ,1:46.951 ,46 ,1:45.065
19 ,1:46.788 ,47 ,1:45.734
20 ,1:45.959 ,48 ,1:45.526
21 ,1:45.645 ,49 ,1:45.072
22 ,1:45.948 ,50 ,1:45.702
23 ,1:45.819 ,51 ,1:44.751
24 ,1:45.958 ,52 ,1:50.310
25 ,1:45.834 ,53 ,2:13.110
26 ,1:46.108 ,54 ,2:14.131
27 ,1:46.807 ,55 ,2:20.651
28 ,1:46.575,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:05:26 ,29 ,1:45.293
2 ,1:45.394 ,30 ,1:44.708
3 ,1:45.389 ,31 ,1:45.232
4 ,1:44.870 ,32 ,1:44.930
5 ,1:45.031 ,33 ,1:44.969
6 ,1:44.891 ,34 P ,1:49.550
7 ,1:44.760 ,35 ,2:02.737
8 ,1:45.043 ,36 ,1:42.990
9 ,1:45.254 ,37 ,1:42.734
10 ,1:45.516 ,38 ,1:43.109
11 ,1:46.050 ,39 ,1:43.236
12 ,1:45.659 ,40 ,1:43.656
13 P ,1:50.535 ,41 ,1:43.802
14 ,2:02.849 ,42 ,1:43.568
15 ,1:44.275 ,43 ,1:43.892
16 ,1:44.179 ,44 ,1:43.993
17 ,1:45.078 ,45 ,1:43.631
18 ,1:45.003 ,46 ,1:43.236
19 ,1:45.052 ,47 ,1:43.317
20 ,1:44.681 ,48 ,1:43.691
21 ,1:44.592 ,49 ,1:44.064
22 ,1:44.845 ,50 ,1:44.032
23 ,1:44.895 ,51 ,1:43.852
24 ,1:44.695 ,52 ,1:43.613
25 ,1:44.534 ,53 ,1:54.601
26 ,1:44.785 ,54 ,2:14.056
27 ,1:44.656 ,55 ,1:57.325
28 ,1:45.238 ,56 ,2:19.560
LAP  ,TIME,LAP  ,TIME
1 ,14:05:33 ,29 ,1:46.375
2 ,1:48.254 ,30 ,1:46.201
3 ,1:47.832 ,31 ,1:46.612
4 ,1:47.420 ,32 P ,1:51.201
5 ,1:47.721 ,33 ,2:03.449
6 ,1:47.544 ,34 ,1:45.354
7 ,1:47.220 ,35 ,1:45.683
8 ,1:46.657 ,36 ,1:45.246
9 ,1:46.582 ,37 ,1:45.010
10 ,1:46.866 ,38 ,1:45.104
11 ,1:47.179 ,39 ,1:47.623
12 ,1:47.182 ,40 ,1:46.180
13 ,1:47.334 ,41 ,1:45.495
14 P ,1:51.721 ,42 ,1:45.707
15 ,2:04.816 ,43 ,1:45.484
16 ,1:45.431 ,44 ,1:47.069
17 ,1:45.138 ,45 ,1:46.378
18 ,1:45.751 ,46 ,1:46.366
19 ,1:45.838 ,47 ,1:46.301
20 ,1:45.511 ,48 ,1:49.237
21 ,1:44.991 ,49 ,1:45.725
22 ,1:45.383 ,50 ,1:45.750
23 ,1:45.089 ,51 ,1:45.802
24 ,1:45.105 ,52 ,1:54.559
25 ,1:45.567 ,53 ,2:11.535
26 ,1:45.263 ,54 ,2:07.361
27 ,1:45.875 ,55 ,2:21.530
28 ,1:45.918,"",""
27 ,N. HULKENBERG
28 ,W. STEVENS
26 ,D. KVYAT
LAP  ,TIME,LAP  ,TIME
1 ,14:05:31 ,9 ,1:46.542
2 ,1:48.062 ,10 ,1:46.714
3 ,1:47.315 ,11 ,1:46.968
4 ,1:47.734 ,12 ,1:46.482
5 ,1:47.768 ,13 ,1:46.291
6 ,1:48.336 ,14 ,1:47.207
7 ,1:46.779 ,15 ,1:47.934
8 ,1:46.634,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:05:31 ,6 ,1:45.844
2 ,1:46.729 ,7 ,1:46.145
3 ,1:46.891 ,8 ,1:45.935
4 ,1:46.100 ,9 ,1:46.492
5 ,1:46.113,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:05:34 ,28 ,1:50.486
2 ,1:49.819 ,29 ,1:50.332
3 ,1:50.414 ,30 ,1:49.575
4 ,1:49.708 ,31 ,1:49.244
5 ,1:49.686 ,32 ,1:50.061
6 ,1:48.893 ,33 ,1:48.594
7 ,1:48.494 ,34 ,1:49.852
8 ,1:48.786 ,35 ,1:51.789
9 ,1:49.480 ,36 ,1:48.903
10 ,1:49.316 ,37 ,1:50.396
11 ,1:48.608 ,38 P ,1:54.480
12 ,1:48.621 ,39 ,2:07.387
13 ,1:48.608 ,40 ,1:45.414
14 ,1:48.813 ,41 ,1:46.233
15 ,1:49.291 ,42 ,1:46.132
16 P ,1:54.325 ,43 ,1:46.220
17 ,2:09.160 ,44 ,1:46.317
18 ,1:47.903 ,45 ,1:46.712
19 ,1:48.077 ,46 ,1:46.854
20 ,1:51.886 ,47 ,1:47.671
21 ,1:49.713 ,48 ,1:49.485
22 ,1:48.235 ,49 ,1:47.314
23 ,1:48.028 ,50 ,1:47.955
24 ,1:48.180 ,51 ,1:58.638
25 ,1:49.293 ,52 ,2:15.472
26 ,1:50.267 ,53 ,1:49.861
27 ,1:48.955 ,54 ,2:10.902
44 ,L. HAMILTON
55 ,C. SAINZ
33 ,M. VERSTAPPEN
LAP  ,TIME,LAP  ,TIME
1 ,14:05:30 ,27 ,1:45.693
2 ,1:46.308 ,28 ,1:45.933
3 ,1:46.638 ,29 ,1:46.227
4 ,1:46.000 ,30 ,1:46.141
5 ,1:45.817 ,31 ,1:46.076
6 ,1:45.429 ,32 P ,1:50.390
7 ,1:45.829 ,33 ,2:02.851
8 ,1:45.953 ,34 ,1:44.057
9 ,1:46.207 ,35 ,1:44.240
10 ,1:45.990 ,36 ,1:44.102
11 ,1:45.885 ,37 ,1:44.493
12 P ,1:50.270 ,38 ,1:44.409
13 ,2:06.236 ,39 ,1:44.865
14 ,1:44.964 ,40 ,1:44.778
15 ,1:45.045 ,41 ,1:44.416
16 ,1:44.821 ,42 ,1:44.259
17 ,1:45.927 ,43 ,1:44.439
18 ,1:45.891 ,44 ,1:44.013
19 ,1:45.460 ,45 ,1:44.009
20 ,1:45.831 ,46 ,1:43.880
21 ,1:45.053 ,47 ,1:44.239
22 ,1:45.065 ,48 ,1:44.362
23 ,1:45.079 ,49 ,1:44.646
24 ,1:45.377 ,50 ,1:44.400
25 ,1:45.371 ,51 ,1:44.392
26 ,1:45.457 ,52 ,1:44.701
LAP  ,TIME,LAP  ,TIME
1 ,14:05:22 ,29 ,1:43.239
2 ,1:44.678 ,30 ,1:43.008
3 ,1:44.317 ,31 ,1:42.208
4 ,1:44.317 ,32 ,1:42.297
5 ,1:44.149 ,33 P ,1:47.504
6 ,1:44.102 ,34 ,2:01.001
7 ,1:44.234 ,35 ,1:43.595
8 ,1:44.178 ,36 ,1:43.697
9 ,1:44.230 ,37 ,1:43.064
10 ,1:44.492 ,38 ,1:43.125
11 ,1:44.399 ,39 ,1:42.763
12 ,1:43.935 ,40 ,1:43.816
13 ,1:43.689 ,41 ,1:43.249
14 P ,1:48.299 ,42 ,1:42.948
15 ,2:02.245 ,43 ,1:43.382
16 ,1:44.222 ,44 ,1:42.766
17 ,1:44.869 ,45 ,1:43.230
18 ,1:44.078 ,46 ,1:42.954
19 ,1:44.176 ,47 ,1:42.788
20 ,1:43.905 ,48 ,1:43.339
21 ,1:43.735 ,49 ,1:43.459
22 ,1:43.696 ,50 ,1:43.047
23 ,1:43.887 ,51 ,1:43.493
24 ,1:43.592 ,52 ,1:43.050
25 ,1:43.702 ,53 ,1:42.668
26 ,1:43.508 ,54 ,2:11.653
27 ,1:43.647 ,55 ,2:40.586
28 ,1:43.644 ,56 ,2:32.459
LAP  ,TIME,LAP  ,TIME
1 ,14:05:32 ,29 ,1:44.915
2 ,1:53.216 ,30 ,1:44.782
3 ,1:48.683 ,31 ,1:45.982
4 ,1:48.590 ,32 ,1:46.046
5 ,1:47.757 ,33 ,1:44.662
6 ,1:46.846 ,34 ,1:45.459
7 ,1:46.941 ,35 ,1:46.212
8 ,1:46.776 ,36 ,1:44.908
9 ,1:47.262 ,37 ,1:44.657
10 ,1:47.253 ,38 ,1:45.014
11 ,1:47.713 ,39 P ,1:50.117
12 ,1:47.246 ,40 ,2:05.083
13 ,1:48.060 ,41 ,1:42.652
14 ,1:47.651 ,42 ,1:43.091
15 ,1:46.949 ,43 ,1:43.094
16 ,1:47.276 ,44 ,1:43.932
17 ,1:47.738 ,45 ,1:42.887
18 ,1:47.503 ,46 ,1:43.423
19 P ,1:51.571 ,47 ,1:43.450
20 ,2:04.213 ,48 ,1:43.956
21 ,1:44.224 ,49 ,1:44.051
22 ,1:44.346 ,50 ,1:43.679
23 ,2:27.880 ,51 ,1:43.611
24 ,1:44.074 ,52 ,1:53.877
25 ,1:43.689 ,53 ,2:14.663
26 ,1:44.334 ,54 ,1:57.088
27 ,1:44.704 ,55 ,2:17.853
28 ,1:44.446,"",""
98 ,R. MERHI
77 ,V. BOTTAS
LAP  ,TIME,LAP  ,TIME
1 ,14:05:27 ,29 ,1:45.131
2 ,1:45.441 ,30 ,1:45.098
3 ,1:45.158 ,31 ,1:45.053
4 ,1:44.890 ,32 ,1:45.145
5 ,1:45.210 ,33 ,1:45.075
6 ,1:44.890 ,34 ,1:44.709
7 ,1:44.924 ,35 P ,1:49.044
8 ,1:45.409 ,36 ,2:03.039
9 ,1:45.539 ,37 ,1:43.051
10 ,1:45.856 ,38 ,1:43.465
11 ,1:46.320 ,39 ,1:43.667
12 ,1:46.020 ,40 ,1:43.483
13 ,1:45.918 ,41 ,1:43.559
14 P ,1:49.880 ,42 ,1:43.525
15 ,2:03.005 ,43 ,1:43.383
16 ,1:45.171 ,44 ,1:43.231
17 ,1:45.456 ,45 ,1:44.176
18 ,1:45.169 ,46 ,1:43.351
19 ,1:44.918 ,47 ,1:43.919
20 ,1:44.968 ,48 ,1:43.960
21 ,1:44.890 ,49 ,1:43.891
22 ,1:45.032 ,50 ,1:43.631
23 ,1:45.148 ,51 ,1:44.086
24 ,1:44.737 ,52 ,1:44.050
25 ,1:44.682 ,53 ,1:56.060
26 ,1:44.591 ,54 ,2:14.110
27 ,1:45.232 ,55 ,1:50.958
28 ,1:45.399 ,56 ,2:16.076
LAP  ,TIME,LAP  ,TIME
1 ,14:05:34 ,28 ,1:51.665
2 ,1:49.849 ,29 ,1:50.076
3 ,1:49.492 ,30 ,1:48.964
4 ,1:50.048 ,31 ,1:48.917
5 ,1:49.358 ,32 ,1:49.015
6 ,1:49.006 ,33 ,1:50.129
7 ,1:48.777 ,34 ,1:49.602
8 ,1:49.344 ,35 ,1:50.257
9 ,1:50.381 ,36 ,1:49.520
10 ,1:50.192 ,37 ,1:49.161
11 ,1:49.863 ,38 ,1:50.840
12 ,1:49.501 ,39 ,1:50.868
13 ,1:49.395 ,40 P ,1:55.244
14 ,1:49.857 ,41 ,2:05.752
15 ,1:49.707 ,42 ,1:46.138
16 ,1:49.747 ,43 ,1:45.963
17 P ,1:54.809 ,44 ,1:46.804
18 ,2:13.649 ,45 ,1:46.961
19 ,1:48.960 ,46 ,1:46.417
20 ,1:47.952 ,47 ,1:46.412
21 ,1:48.532 ,48 ,1:46.881
22 ,1:49.067 ,49 ,1:46.996
23 ,1:48.527 ,50 ,1:46.394
24 ,1:49.789 ,51 ,2:01.948
25 ,1:48.871 ,52 ,2:14.881
26 ,1:49.522 ,53 ,1:50.944
27 ,1:48.964 ,54 ,1:55.913
